62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
